day,time,강수확률,일최저기온,1시간기온,하늘상태,일최고기온,습도,풍향,1시간강수량,풍속,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-08-01,5,60.0,25.0,26.0,4.0,33.0,95.0,129.0,0.0,3.8,0.0,26.8,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,6,60.0,25.0,26.0,4.0,33.0,95.0,129.0,0.0,3.5,0.0,26.2,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2022-08-01,7,60.0,25.0,27.0,4.0,33.0,90.0,134.0,0.0,3.0,54.0,25.9,50.0,25.7,3.1,2.0,1.1,0.0,1.1,1.5,0.8,1.9,1.3,1.6,3.4,2.6,4.5,5.2,1.9
2022-08-01,8,60.0,25.0,27.0,4.0,33.0,90.0,140.0,0.0,2.5,171.0,31.2,155.0,31.3,11.2,6.3,3.9,4.3,4.2,14.2,2.1,5.6,4.0,5.3,9.6,8.0,14.8,18.6,10.9
2022-08-01,9,60.0,25.0,28.0,4.0,33.0,90.0,141.0,0.0,2.8,267.0,35.5,240.0,36.6,20.0,9.8,6.8,4.7,7.7,23.1,4.1,7.7,6.9,10.6,21.1,11.9,23.3,22.4,9.2
2022-08-01,10,60.0,25.0,28.0,4.0,33.0,90.0,178.0,0.0,2.8,778.0,39.6,708.0,42.4,59.8,31.1,16.5,12.0,21.2,71.6,8.9,23.8,20.8,28.1,46.6,40.3,65.9,61.2,23.0
2022-08-01,11,60.0,25.0,29.0,4.0,33.0,85.0,196.0,0.0,2.5,328.0,35.5,306.0,38.9,20.7,12.1,7.1,6.1,8.6,29.8,3.5,9.6,7.4,10.1,16.1,14.2,23.7,23.1,10.3
2022-08-01,12,30.0,25.0,30.0,4.0,33.0,85.0,203.0,0.0,3.4,164.0,31.7,163.0,31.3,13.1,6.5,3.8,3.2,5.3,16.0,2.2,6.1,4.4,5.9,10.0,8.9,16.0,19.8,6.4
2022-08-01,13,60.0,25.0,30.0,4.0,33.0,80.0,198.0,0.0,4.1,234.0,31.3,218.0,31.2,16.1,8.9,5.4,4.7,6.5,21.4,2.9,6.9,5.5,7.7,13.1,10.5,19.4,18.8,8.6
2022-08-01,14,60.0,25.0,30.0,4.0,33.0,80.0,193.0,0.0,4.0,111.0,30.6,102.0,31.3,6.7,4.1,2.2,0.8,2.8,9.1,1.4,3.6,2.6,3.5,6.3,5.1,9.4,10.2,4.1
2022-08-01,15,60.0,25.0,30.0,4.0,33.0,80.0,183.0,0.0,4.1,223.0,30.6,209.0,31.2,13.7,8.5,4.8,1.6,5.7,21.1,2.5,6.3,5.2,6.6,11.3,9.8,16.5,17.1,7.3
2022-08-01,16,60.0,25.0,30.0,4.0,33.0,80.0,171.0,0.0,3.0,41.0,28.1,38.0,26.1,1.5,1.4,0.7,0.0,0.8,2.6,0.7,1.6,1.1,1.4,2.9,2.1,3.9,4.8,1.9
2022-08-01,17,30.0,25.0,30.0,4.0,33.0,80.0,169.0,0.0,3.1,57.0,30.2,53.0,28.5,2.6,2.0,1.0,0.0,1.1,4.1,0.9,1.9,1.4,1.8,3.5,2.7,4.9,5.1,2.3
2022-08-01,18,60.0,25.0,29.0,4.0,33.0,85.0,164.0,0.0,2.9,9.0,29.9,9.0,28.5,0.0,0.0,0.0,0.0,-0.1,-0.3,0.4,0.6,0.3,0.0,0.7,0.0,0.0,1.3,0.0
2022-08-01,19,60.0,25.0,28.0,4.0,33.0,90.0,160.0,0.0,2.7,0.0,29.4,0.0,28.3,0.0,0.0,0.0,0.0,-0.4,-0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,20,60.0,25.0,28.0,4.0,33.0,90.0,155.0,0.0,2.6,0.0,26.8,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,21,30.0,25.0,28.0,4.0,33.0,90.0,153.0,0.0,2.7,0.0,27.8,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,22,30.0,25.0,27.0,4.0,33.0,90.0,157.0,0.0,2.8,0.0,28.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,23,30.0,25.0,27.0,4.0,33.0,95.0,162.0,0.0,2.9,0.0,27.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,0,60.0,25.0,27.0,4.0,33.0,95.0,173.0,0.0,3.1,0.0,27.4,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,1,30.0,25.0,26.0,4.0,33.0,95.0,174.0,0.0,3.0,0.0,28.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,2,30.0,25.0,26.0,4.0,33.0,95.0,172.0,0.0,2.9,0.0,25.6,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,3,60.0,25.0,26.0,4.0,33.0,95.0,172.0,0.0,2.7,0.0,26.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,4,60.0,25.0,26.0,4.0,33.0,95.0,171.0,0.0,2.5,0.0,26.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,5,60.0,25.0,26.0,4.0,33.0,95.0,173.0,0.0,2.5,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,6,60.0,25.0,26.0,4.0,33.0,95.0,178.0,0.0,2.6,0.0,25.8,0.0,24.4,0.0,0.0,0.0,0.0,-0.2,0.0,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.1,-0.0
2022-08-02,7,60.0,25.0,26.0,4.0,33.0,95.0,184.0,0.0,2.8,50.0,27.1,47.0,25.6,2.5,1.8,0.9,0.8,0.9,3.7,0.8,1.7,1.2,1.6,3.2,2.4,4.3,4.8,2.0
2022-08-02,8,60.0,25.0,27.0,4.0,33.0,95.0,194.0,0.0,2.9,38.0,28.0,37.0,26.6,2.7,1.3,0.6,0.6,0.6,2.4,0.7,1.6,0.9,1.2,2.7,2.0,3.6,5.4,1.9
2022-08-02,9,30.0,25.0,28.0,4.0,33.0,90.0,200.0,0.0,3.0,254.0,33.1,236.0,33.9,21.5,9.9,6.4,7.1,8.2,23.0,3.4,11.2,6.4,9.1,20.0,15.3,37.8,28.7,12.6
2022-08-02,10,30.0,25.0,29.0,4.0,33.0,90.0,190.0,0.0,2.8,830.0,36.8,771.0,39.3,37.1,30.4,21.8,4.2,11.8,77.4,2.5,9.3,19.0,15.8,32.8,35.3,61.5,58.9,9.1
2022-08-02,11,30.0,25.0,29.0,4.0,33.0,85.0,198.0,0.0,3.5,527.0,38.4,544.0,41.5,24.2,16.0,13.8,14.3,13.2,37.6,4.5,15.7,9.3,12.4,26.5,26.0,46.6,52.4,28.1
2022-08-02,12,60.0,25.0,30.0,4.0,33.0,80.0,212.0,0.0,4.0,298.0,35.4,293.0,36.8,21.9,11.7,7.3,6.6,9.6,20.7,3.9,10.7,8.0,10.9,18.3,16.1,29.5,30.7,12.9
2022-08-02,13,30.0,25.0,31.0,4.0,33.0,75.0,222.0,0.0,4.2,281.0,37.9,252.0,37.2,16.2,10.0,6.2,6.2,7.3,17.3,3.5,8.0,7.2,9.7,15.6,12.7,24.3,22.1,10.8
2022-08-02,14,30.0,25.0,32.0,4.0,33.0,70.0,227.0,0.0,4.1,949.0,42.6,1044.0,47.7,82.6,37.6,17.7,14.7,20.7,62.6,6.6,22.0,29.9,34.6,37.5,54.0,67.0,99.2,35.6
2022-08-02,15,30.0,25.0,31.0,4.0,33.0,70.0,225.0,0.0,4.0,281.0,39.3,294.0,41.0,66.6,11.1,6.4,5.7,9.6,20.7,3.5,11.8,7.4,9.8,17.0,15.9,28.8,33.4,12.4
2022-08-02,16,20.0,25.0,31.0,3.0,33.0,70.0,226.0,0.0,3.7,270.0,35.2,263.0,35.4,18.1,10.1,6.1,6.2,8.2,18.5,3.6,9.1,7.8,10.6,16.0,13.8,25.8,25.7,12.4
2022-08-02,17,20.0,25.0,31.0,3.0,33.0,75.0,225.0,0.0,3.3,136.0,34.2,126.0,33.7,8.0,5.0,2.5,2.7,3.8,8.3,1.8,4.7,3.6,4.6,8.3,6.9,12.7,13.3,0.4
2022-08-02,18,20.0,25.0,30.0,3.0,33.0,75.0,223.0,0.0,2.2,299.0,39.4,324.0,41.0,17.1,8.4,3.5,6.0,9.4,21.0,3.9,11.1,9.0,8.9,18.7,16.6,32.1,31.8,13.7
2022-08-02,19,20.0,25.0,29.0,3.0,33.0,80.0,212.0,0.0,1.3,24.0,30.9,24.0,28.5,0.6,0.8,0.1,0.0,0.5,1.2,0.6,1.3,0.9,0.9,0.9,1.6,1.4,3.1,1.4
2022-08-02,20,30.0,25.0,28.0,4.0,33.0,85.0,192.0,0.0,1.4,0.0,27.8,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,21,20.0,25.0,28.0,3.0,33.0,90.0,187.0,0.0,1.6,0.0,27.1,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,22,20.0,25.0,27.0,3.0,33.0,90.0,184.0,0.0,1.6,0.0,25.9,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,23,20.0,25.0,27.0,3.0,33.0,95.0,180.0,0.0,1.5,0.0,26.4,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,0,20.0,25.0,27.0,3.0,33.0,90.0,180.0,0.0,1.5,0.0,26.1,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,1,30.0,25.0,26.0,4.0,33.0,95.0,180.0,0.0,1.5,0.0,26.2,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,2,60.0,25.0,26.0,4.0,33.0,95.0,176.0,0.0,1.4,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,3,60.0,25.0,26.0,4.0,33.0,95.0,176.0,3.0,1.4,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,4,60.0,25.0,25.0,4.0,33.0,95.0,176.0,4.0,1.3,0.0,25.6,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,5,60.0,25.0,25.0,4.0,33.0,95.0,175.0,3.0,1.2,0.0,25.7,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,6,60.0,25.0,25.0,4.0,33.0,95.0,170.0,8.0,1.1,6.0,26.0,5.0,24.4,0.0,0.0,0.0,0.0,-0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0
2022-08-03,7,60.0,25.0,26.0,4.0,33.0,95.0,198.0,4.0,1.6,73.0,28.0,51.0,25.6,3.6,2.4,2.2,1.8,1.0,2.7,0.8,1.7,1.4,1.8,4.0,2.4,4.3,4.8,2.1
2022-08-03,8,60.0,25.0,27.0,4.0,33.0,90.0,209.0,3.0,1.8,94.0,30.8,87.0,30.9,4.3,3.3,1.9,2.1,2.4,5.0,1.3,2.8,2.3,3.0,7.6,6.6,8.6,8.3,4.1
2022-08-03,9,60.0,25.0,28.0,4.0,33.0,80.0,223.0,1.0,1.9,648.0,40.3,538.0,44.9,28.6,14.9,15.6,11.6,13.2,36.4,5.5,16.9,13.1,16.5,30.3,26.1,48.0,48.5,19.8
2022-08-03,10,30.0,25.0,29.0,4.0,33.0,75.0,233.0,0.0,2.1,198.0,35.8,199.0,40.5,17.9,7.8,5.1,6.8,7.5,13.1,3.2,12.3,5.5,7.9,15.1,12.9,24.8,58.2,18.4
2022-08-03,11,30.0,25.0,30.0,4.0,33.0,70.0,238.0,0.0,2.5,257.0,29.8,225.0,29.0,15.5,9.9,5.7,2.2,6.2,16.6,2.8,6.7,6.2,8.3,13.3,11.0,20.0,18.6,8.2
2022-08-03,12,30.0,25.0,31.0,4.0,33.0,65.0,241.0,0.0,2.6,1198.0,44.1,1261.0,58.8,84.6,38.2,24.6,11.8,20.3,78.4,13.2,29.3,27.5,39.3,57.2,62.2,74.5,86.2,45.2
2022-08-03,13,60.0,25.0,31.0,4.0,33.0,60.0,243.0,1.0,3.1,441.0,36.0,427.0,41.0,32.2,17.4,10.4,4.3,13.1,30.9,5.1,15.1,10.6,14.6,24.8,22.7,41.6,43.5,17.3
2022-08-03,14,60.0,25.0,31.0,4.0,33.0,60.0,243.0,0.0,3.0,376.0,39.4,339.0,43.5,19.6,13.1,8.0,4.9,10.7,23.3,5.1,12.5,9.1,12.6,22.4,18.7,36.0,33.9,18.6
2022-08-03,15,60.0,25.0,31.0,4.0,33.0,60.0,248.0,0.0,2.9,65.0,34.2,63.0,36.8,4.3,2.2,1.3,0.9,2.4,3.1,1.3,3.6,1.8,2.5,5.5,4.3,8.4,10.7,4.3
2022-08-03,16,20.0,25.0,31.0,3.0,33.0,60.0,253.0,0.0,3.0,192.0,35.6,191.0,40.6,12.1,7.3,3.9,1.6,5.9,13.3,2.5,6.5,5.1,6.7,11.1,9.9,17.6,18.0,7.9
2022-08-03,17,20.0,25.0,31.0,3.0,33.0,65.0,253.0,0.0,2.8,389.0,36.8,439.0,40.8,33.8,20.0,5.9,6.1,15.1,29.3,5.1,22.1,9.1,10.9,24.0,27.6,52.2,61.0,26.5
2022-08-03,18,20.0,25.0,30.0,3.0,33.0,70.0,257.0,0.0,2.6,116.0,35.9,130.0,36.6,11.1,5.4,1.2,1.8,7.1,12.1,3.0,8.4,6.8,6.0,13.6,12.1,24.0,24.1,10.2
2022-08-03,19,20.0,25.0,29.0,3.0,33.0,75.0,262.0,0.0,1.4,38.0,30.4,36.0,28.5,1.1,1.2,0.4,0.0,0.8,2.6,0.7,1.9,1.4,1.5,3.3,2.4,4.0,3.8,2.0
2022-08-03,20,30.0,25.0,28.0,4.0,33.0,80.0,264.0,0.0,1.0,0.0,28.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,21,30.0,25.0,28.0,4.0,33.0,85.0,249.0,0.0,0.9,0.0,27.1,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,22,30.0,25.0,27.0,4.0,33.0,90.0,234.0,0.0,0.9,0.0,26.8,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,23,20.0,25.0,27.0,3.0,33.0,90.0,212.0,0.0,0.9,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,0,30.0,25.0,27.0,4.0,33.0,95.0,215.0,0.0,1.6,0.0,26.6,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,1,30.0,25.0,27.0,4.0,33.0,95.0,221.0,0.0,1.8,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,2,30.0,25.0,26.0,4.0,33.0,95.0,221.0,0.0,1.8,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,3,30.0,25.0,26.0,4.0,33.0,95.0,223.0,0.0,1.8,0.0,26.6,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,4,30.0,25.0,26.0,4.0,33.0,95.0,225.0,0.0,1.7,0.0,26.6,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,5,30.0,25.0,26.0,4.0,33.0,95.0,230.0,0.0,1.6,0.0,26.5,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,6,30.0,25.0,26.0,4.0,33.0,95.0,225.0,0.0,1.4,13.0,25.8,9.0,24.2,0.0,0.0,0.0,0.0,0.0,-0.4,0.3,0.4,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2022-08-04,7,30.0,25.0,27.0,4.0,33.0,90.0,227.0,0.0,1.6,85.0,30.8,70.0,28.3,4.9,2.8,2.3,3.4,2.6,3.7,1.5,3.4,2.4,3.3,7.2,5.0,10.3,9.4,4.2
2022-08-04,8,30.0,25.0,27.0,4.0,33.0,90.0,230.0,0.0,1.7,385.0,36.2,277.0,33.8,8.4,7.6,9.1,2.9,3.3,17.0,3.0,3.9,8.6,9.3,12.8,6.5,11.7,10.9,5.6
2022-08-04,9,30.0,25.0,28.0,4.0,33.0,90.0,235.0,0.0,1.9,357.0,37.9,307.0,40.4,14.5,14.1,9.8,8.6,8.7,20.7,4.5,11.7,9.5,14.0,20.4,22.1,30.5,39.1,10.5
2022-08-04,10,30.0,25.0,29.0,4.0,33.0,85.0,243.0,0.0,2.2,333.0,38.3,308.0,42.1,50.3,11.7,8.4,8.9,8.1,21.7,3.1,16.0,7.2,11.8,17.0,14.8,27.6,49.9,10.6
2022-08-04,11,60.0,25.0,30.0,4.0,33.0,80.0,247.0,5.0,2.6,1048.0,45.2,1014.0,50.5,61.4,31.9,23.5,17.8,25.8,66.8,10.4,28.7,24.0,33.7,53.6,44.9,89.7,62.2,37.7
2022-08-04,12,60.0,25.0,31.0,4.0,33.0,80.0,249.0,5.0,2.5,334.0,37.0,339.0,40.8,24.5,12.9,8.3,6.7,10.2,24.2,4.0,11.3,8.7,11.7,19.1,16.9,30.8,31.8,13.1
2022-08-04,13,60.0,25.0,31.0,4.0,33.0,75.0,252.0,5.0,2.6,894.0,42.9,933.0,50.4,70.9,31.2,20.5,14.7,30.3,61.3,6.7,30.0,25.5,37.3,58.8,54.6,106.2,95.5,27.1
2022-08-04,14,60.0,25.0,31.0,4.0,33.0,75.0,252.0,5.0,2.8,954.0,38.6,1031.0,43.5,45.5,34.6,12.1,8.3,12.2,65.2,5.2,11.8,9.2,15.9,35.5,27.1,35.1,33.7,17.4
2022-08-04,15,60.0,25.0,32.0,3.0,33.0,75.0,255.0,5.0,3.0,721.0,45.0,792.0,55.2,41.2,25.8,15.5,15.9,24.3,53.2,9.5,27.0,20.3,28.5,46.4,41.4,79.8,78.4,32.9
2022-08-04,16,60.0,25.0,32.0,3.0,33.0,75.0,259.0,5.0,3.2,320.0,40.2,382.0,43.7,18.2,13.5,5.4,5.0,6.2,29.2,2.7,11.5,6.5,8.4,11.2,16.0,18.4,31.5,11.2
2022-08-04,17,20.0,25.0,31.0,3.0,33.0,75.0,259.0,0.0,3.2,512.0,40.0,558.0,43.1,34.9,18.9,8.8,10.3,17.4,38.4,7.1,18.9,15.3,18.1,32.0,29.7,55.4,54.5,23.1
2022-08-04,18,20.0,25.0,30.0,3.0,33.0,75.0,253.0,0.0,3.0,94.0,33.6,91.0,33.3,7.0,3.4,1.8,1.8,2.7,5.6,1.4,3.6,2.5,3.2,6.1,5.1,9.2,10.3,4.2
2022-08-04,19,20.0,25.0,29.0,3.0,33.0,80.0,262.0,0.0,1.5,29.0,31.4,28.0,30.5,0.9,0.9,0.0,0.0,0.5,0.9,0.6,1.1,0.7,0.7,0.9,0.9,1.7,3.2,1.2
2022-08-04,20,20.0,25.0,28.0,3.0,33.0,85.0,252.0,0.0,0.9,0.0,28.6,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,21,20.0,25.0,28.0,3.0,33.0,90.0,225.0,0.0,1.1,0.0,28.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,22,20.0,25.0,27.0,3.0,33.0,95.0,212.0,0.0,0.9,0.0,27.9,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,23,30.0,25.0,26.0,4.0,33.0,95.0,197.0,0.0,1.0,0.0,27.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,0,30.0,25.0,27.0,4.0,33.0,95.0,190.0,0.0,1.1,0.0,26.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,1,30.0,25.0,27.0,4.0,33.0,95.0,194.0,0.0,1.2,0.0,26.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,2,30.0,25.0,26.0,4.0,33.0,95.0,218.0,0.0,1.6,0.0,26.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,3,30.0,25.0,26.0,4.0,33.0,95.0,230.0,0.0,1.7,0.0,25.9,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,4,60.0,25.0,26.0,4.0,33.0,95.0,230.0,1.0,1.7,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,5,60.0,25.0,26.0,4.0,33.0,95.0,223.0,0.0,1.6,0.0,26.1,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,6,60.0,25.0,26.0,4.0,33.0,95.0,227.0,0.0,1.6,5.0,26.1,6.0,25.6,0.0,0.0,0.0,0.0,-0.2,-0.4,0.1,0.2,0.1,0.0,0.5,0.0,0.0,0.8,0.0
2022-08-05,7,60.0,25.0,27.0,4.0,33.0,95.0,235.0,1.0,2.1,14.0,27.1,13.0,25.8,-0.8,0.3,0.0,0.0,0.0,-0.3,0.4,0.5,0.3,0.0,0.7,0.0,0.0,1.4,0.6
2022-08-05,8,60.0,25.0,28.0,4.0,33.0,90.0,235.0,0.0,2.1,45.0,27.9,43.0,26.3,2.5,1.6,0.8,0.8,1.1,2.0,0.8,1.8,1.2,1.5,3.2,2.4,4.3,5.0,1.9
2022-08-05,9,30.0,25.0,28.0,4.0,33.0,90.0,229.0,0.0,2.1,187.0,31.8,182.0,33.4,31.2,7.7,4.3,7.3,6.5,12.1,3.4,10.3,4.6,6.5,12.7,11.6,20.7,29.1,18.2
2022-08-05,10,30.0,25.0,28.0,4.0,33.0,90.0,227.0,0.0,2.6,355.0,38.0,317.0,42.3,15.7,11.3,8.6,8.9,10.0,22.2,8.8,8.3,12.6,25.3,29.2,13.9,27.5,23.6,24.6
2022-08-05,11,30.0,25.0,29.0,4.0,33.0,85.0,223.0,0.0,2.6,1025.0,42.0,979.0,47.7,68.5,13.7,23.9,5.6,18.8,66.1,4.5,9.4,21.0,32.4,34.2,44.9,29.2,25.6,10.8
2022-08-05,12,30.0,25.0,30.0,4.0,33.0,80.0,226.0,0.0,3.0,266.0,37.4,258.0,40.8,17.3,9.7,6.0,4.4,6.8,17.5,3.0,7.2,6.5,8.6,13.5,11.6,20.9,20.2,8.7
2022-08-05,13,30.0,25.0,31.0,4.0,33.0,75.0,238.0,0.0,3.1,1068.0,40.8,1126.0,44.9,25.8,36.9,24.6,11.4,32.6,76.0,12.7,28.2,28.1,24.9,63.9,57.1,107.8,102.7,44.5
2022-08-05,14,60.0,25.0,31.0,3.0,33.0,75.0,244.0,5.0,3.4,973.0,43.0,1038.0,48.8,62.6,33.6,21.5,10.2,30.7,69.6,11.9,33.1,26.2,37.1,58.7,52.1,99.6,97.3,42.3
2022-08-05,15,60.0,25.0,31.0,4.0,33.0,75.0,253.0,5.0,3.7,787.0,43.4,868.0,51.3,56.8,28.1,16.7,8.7,25.8,59.1,10.1,28.4,22.0,30.8,48.9,44.4,83.7,85.5,36.8
2022-08-05,16,60.0,25.0,31.0,4.0,33.0,75.0,252.0,5.0,3.6,666.0,41.2,750.0,47.9,44.7,24.5,13.5,2.1,21.2,52.3,3.0,9.2,7.3,8.9,23.6,37.3,64.0,25.5,10.6
2022-08-05,17,60.0,25.0,31.0,4.0,33.0,75.0,252.0,5.0,3.2,476.0,40.4,527.0,45.0,30.4,17.1,8.3,4.3,15.3,35.3,6.3,16.1,13.7,16.1,28.6,26.0,48.6,45.9,20.2
2022-08-05,18,30.0,25.0,30.0,4.0,33.0,80.0,241.0,0.0,2.6,200.0,37.7,212.0,39.1,9.8,5.3,1.9,1.4,5.9,13.1,2.4,6.6,5.6,5.2,11.4,10.0,19.3,18.8,7.8
2022-08-05,19,30.0,25.0,29.0,4.0,33.0,85.0,230.0,0.0,1.7,27.0,32.5,23.0,31.3,0.0,0.6,0.0,0.0,0.3,0.5,0.5,1.0,0.6,0.6,0.8,0.0,0.7,2.3,1.1
2022-08-05,20,60.0,25.0,28.0,4.0,33.0,90.0,214.0,5.0,1.4,0.0,30.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,21,30.0,25.0,28.0,4.0,33.0,90.0,200.0,0.0,1.5,0.0,29.3,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,22,30.0,25.0,27.0,4.0,33.0,95.0,207.0,0.0,1.6,0.0,28.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
